dataset,shot,model,accuracy_mean,accuracy_std,successful_runs,elapsed_mean_sec,rho_mean,pressure_mean,boundary_mean,crowding_mean,compactness_mean
Heartbeat,1,cosco_geometry_rho,0.7365853658536586,0.004878048780487809,3,4.54,0.11017573852459815,0.2169409531078185,0.0,0.20434717337290445,0.0
Heartbeat,10,cosco_geometry_rho,0.7300813008130081,0.0028163427765347544,3,29.91,0.09268617695519477,0.5423545461259285,0.5606471432579888,0.394468766119745,0.7405561433898078
RacketSports,1,cosco_geometry_rho,0.4802631578947369,0.041085513147357866,3,1.5833333333333333,0.10605789795870839,0.42341808594313823,0.0,0.3931832886404461,0.0
RacketSports,10,cosco_geometry_rho,0.8026315789473685,0.019736842105263067,3,4.72,0.09689280311057352,0.47977330897645715,0.2221553419613176,0.4474682794676887,0.4576458715730243
